,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price
8971,Maruti,Swift Dzire,3,47230.0,Dealer,Petrol,Manual,22.0,1197,81.8,5,6.25,8.48
8972,Maruti,Ciaz,3,23167.0,Dealer,Petrol,Manual,21.56,1462,103.25,5,7.25,10.985
8973,Maruti,Ignis,4,22115.0,Individual,Petrol,Manual,20.89,1197,81.8,5,4.25,6.795
8974,Maruti,Swift,2,38000.0,Dealer,Petrol,Manual,20.4,1197,81.8,5,6.32,7.795
8975,Maruti,Wagon R,14,53000.0,Dealer,Petrol,Manual,21.79,998,67.05,5,1.75,6.135
8976,Toyota,Innova,3,27000.0,Dealer,Diesel,Automatic,11.36,2755,171.5,7,18.49,23.105
8977,Hyundai,i20,10,62540.0,Dealer,Petrol,Manual,18.5,1197,80.0,5,2.7,10.4
8978,Mahindra,XUV500,4,20000.0,Individual,Diesel,Automatic,16.0,1997,140.0,7,13.5,19.54
8979,Maruti,Alto,10,15000.0,Individual,Petrol,Manual,19.7,796,46.3,5,1.56,4.112027027027027
8980,Ford,Figo,11,80000.0,Individual,Petrol,Manual,15.6,1196,70.0,5,1.5,8.737458333333333
8981,Honda,WR-V,3,22000.0,Dealer,Diesel,Manual,25.5,1498,98.6,5,8.95,12.355
8982,Mahindra,Scorpio,5,36908.0,Dealer,Diesel,Manual,15.4,1997,120.0,9,6.0,17.265
8983,Maruti,Swift Dzire,6,70000.0,Individual,Petrol,Manual,20.85,1197,83.14,5,4.5,8.39
8984,Volkswagen,Polo,8,58000.0,Dealer,Diesel,Manual,22.07,1199,73.9,5,4.6,9.283830409356725
8985,Honda,City,9,47000.0,Dealer,Petrol,Manual,16.8,1497,116.4,5,3.95,14.275
8987,Hyundai,Grand,3,40000.0,Individual,Petrol,Manual,18.9,1197,81.86,5,5.0,7.03
8988,Mahindra,KUV100,3,50000.0,Dealer,Diesel,Manual,25.32,1198,77.0,6,5.55,7.6455
8990,Honda,Amaze,5,40000.0,Individual,Diesel,Manual,25.8,1498,98.6,5,5.15,9.77
8991,Maruti,Celerio,2,15000.0,Individual,Petrol,Manual,23.1,998,67.04,5,4.5,5.67
8992,Mahindra,Bolero,15,340000.0,Individual,Diesel,Manual,13.6,2523,63.0,7,2.5,9.73
8993,Maruti,Alto,5,16000.0,Dealer,Petrol,Manual,24.7,796,47.3,5,3.25,4.08
8994,Maruti,Wagon R,15,90000.0,Individual,LPG,Manual,17.3,1061,57.5,5,0.8,6.185586145648313
8995,Maruti,Vitara,5,80000.0,Individual,Diesel,Manual,24.3,1248,88.5,5,6.5,10.815
8996,Honda,City,15,40000.0,Individual,Petrol,Manual,17.7,1497,78.0,5,3.0,14.275
8997,Maruti,Swift Dzire,8,70000.0,Dealer,Diesel,Manual,23.4,1248,74.0,5,3.25,8.329472891566265
8998,Maruti,Ertiga,6,80000.0,Individual,Diesel,Manual,20.77,1248,88.76,7,6.25,10.38372
8999,Maruti,Alto,4,20000.0,Individual,Petrol,Manual,24.7,796,47.3,5,2.5,3.92
9000,Honda,WR-V,4,33000.0,Dealer,Diesel,Manual,25.5,1498,98.6,5,6.99,11.825
9001,Ford,Aspire,6,30000.0,Individual,Petrol,Manual,18.16,1196,86.8,5,4.5,7.825
9002,Tata,Safari,3,70000.0,Individual,Diesel,Manual,14.1,2179,147.94,7,7.0,18.13
9003,Maruti,Swift Dzire,9,154600.0,Individual,Diesel,Manual,19.3,1248,73.9,5,2.5,8.329472891566265
9004,Hyundai,i20,6,66392.0,Dealer,Diesel,Manual,21.19,1396,88.73,5,6.25,10.810042134831459
9005,Volkswagen,Polo,6,120000.0,Individual,Diesel,Manual,20.14,1498,88.8,5,5.0,9.283830409356725
9006,Maruti,Ciaz,6,60000.0,Individual,Diesel,Manual,28.09,1248,88.5,5,7.0,11.595719424460432
9008,Mahindra,Scorpio,6,80000.0,Individual,Diesel,Manual,15.4,2179,120.0,7,8.5,17.309853556485354
9009,Volkswagen,Vento,7,68000.0,Dealer,Diesel,Manual,20.54,1598,103.6,5,3.75,13.294659090909091
9010,Mahindra,Scorpio,9,70000.0,Individual,Diesel,Manual,12.05,2179,120.0,8,4.65,17.01
9011,Mahindra,Bolero,9,80000.0,Individual,Diesel,Manual,15.96,2523,62.1,7,4.5,9.69
9012,Tata,Tigor,3,40000.0,Individual,Petrol,Manual,20.3,1199,84.0,5,5.5,7.435
9013,Mahindra,Bolero,7,56467.0,Dealer,Diesel,Manual,15.96,2523,62.1,7,6.25,9.595
9014,Mahindra,Bolero,3,20000.0,Individual,Diesel,Manual,16.5,1493,70.0,7,7.5,9.77591503267974
9015,Mahindra,Bolero,6,107107.0,Dealer,Diesel,Manual,15.96,2523,62.1,7,5.25,9.77591503267974
9016,Maruti,Swift Dzire,5,60000.0,Individual,Petrol,Manual,20.85,1197,83.14,5,3.69,8.329472891566265
9017,Datsun,GO,6,14000.0,Dealer,Petrol,Automatic,18.57,1198,76.43,7,2.65,6.43
9018,Renault,KWID,6,30000.0,Individual,Petrol,Manual,25.17,799,53.3,5,2.0,4.87
9019,Maruti,Wagon R,5,38000.0,Dealer,Petrol,Manual,21.79,998,67.05,5,3.35,6.185586145648313
9020,Maruti,Swift,10,94991.0,Dealer,Petrol,Manual,18.6,1197,85.8,5,3.15,7.746715686274511
9021,Datsun,GO,2,3300.0,Individual,Petrol,Manual,19.83,1198,67.0,5,4.9,6.11
9022,Hyundai,Creta,5,120000.0,Individual,Diesel,Manual,19.67,1582,126.2,5,8.75,16.06
9023,Toyota,Innova,2,10000.0,Dealer,Diesel,Automatic,11.36,2755,171.5,7,19.0,23.73
9025,Hyundai,Creta,2,35000.0,Individual,Diesel,Manual,22.1,1396,88.7,5,10.0,16.0
9026,Tata,Tigor,3,15572.0,Dealer,Petrol,Manual,20.3,1199,84.0,5,6.0,7.315
9027,Ford,Ecosport,7,82100.0,Dealer,Diesel,Manual,23.0,1498,98.96,5,5.9,11.8
9028,Hyundai,Creta,5,42530.0,Dealer,Petrol,Manual,15.29,1591,121.3,5,8.25,16.307285714285715
9029,Mahindra,Bolero,6,93648.0,Individual,Diesel,Manual,15.96,2523,62.1,7,4.5,9.595
9030,Mahindra,KUV,4,94000.0,Individual,Petrol,Manual,18.15,1198,82.0,6,3.15,7.835
9031,Hyundai,Creta,5,25000.0,Individual,Petrol,Manual,15.29,1591,121.3,5,8.5,15.28
9033,Volkswagen,Vento,10,36000.0,Dealer,Diesel,Manual,20.54,1598,103.5,5,2.6,13.294659090909091
9034,Maruti,Wagon R,12,42000.0,Dealer,Petrol,Manual,18.9,998,67.1,5,1.8,6.135
9035,Mahindra,Bolero,10,70000.0,Individual,Diesel,Manual,13.6,2523,63.0,7,3.0,9.595
9036,Hyundai,Verna,9,65000.0,Dealer,Diesel,Manual,23.9,1582,126.2,5,4.75,14.95
9037,Hyundai,Verna,4,10000.0,Individual,Petrol,Manual,17.0,1591,121.3,5,11.25,13.21
9038,Hyundai,i20,5,15000.0,Dealer,Diesel,Manual,21.19,1396,88.76,5,5.99,10.810042134831459
9039,Mahindra,KUV100,1,35000.0,Individual,Diesel,Manual,25.32,1198,77.0,6,7.0,7.6455
9040,Maruti,Wagon R,11,78000.0,Individual,LPG,Manual,17.3,1061,57.5,5,1.65,6.185586145648313
9041,Maruti,Alto,10,115000.0,Dealer,Petrol,Manual,19.7,796,46.3,5,1.25,4.112027027027027
9042,Ford,Ecosport,8,39500.0,Dealer,Petrol,Automatic,16.5,1499,110.0,5,4.49,10.96
9043,Maruti,Swift,9,60000.0,Individual,Diesel,Manual,22.9,1248,74.0,5,4.0,7.746715686274511
9044,Toyota,Innova,12,120000.0,Individual,Diesel,Manual,12.8,2494,102.0,8,5.0,24.861428571428572
9045,Hyundai,Santro,14,50000.0,Individual,Petrol,Manual,17.8,1086,63.0,5,0.6,6.399390243902439
9046,Maruti,Wagon R,11,45154.0,Dealer,LPG,Manual,17.3,1061,57.5,5,2.4,6.185586145648313
9047,Hyundai,i20,3,38000.0,Individual,Diesel,Manual,22.54,1396,88.73,5,7.5,10.9
9048,Maruti,Alto,8,70000.0,Individual,Petrol,Manual,22.74,796,47.3,5,1.7,3.92
9049,Honda,Amaze,7,44000.0,Individual,Petrol,Manual,18.0,1198,86.7,5,3.3,8.36
9050,Hyundai,Grand,4,30000.0,Individual,Diesel,Manual,24.0,1186,73.97,5,3.9,7.071195054945055
9052,Ford,Ecosport,3,74435.0,Dealer,Diesel,Manual,22.7,1498,89.84,5,7.95,12.04
9053,Renault,KWID,5,35000.0,Individual,Petrol,Manual,25.17,799,53.3,5,2.4,4.755
9054,Hyundai,i10,11,70000.0,Individual,Petrol,Manual,19.81,1086,68.05,5,1.5,7.138266666666667
9055,Renault,Duster,7,110000.0,Individual,Diesel,Manual,19.01,1461,108.45,5,4.15,14.16888888888889
9056,Hyundai,Verna,3,16300.0,Individual,Petrol,Manual,19.1,1368,98.6,5,7.89,13.21
9057,Maruti,Celerio,5,24262.0,Dealer,Petrol,Automatic,23.1,998,67.04,5,4.6,5.983255208333333
9059,Maruti,Swift,4,27000.0,Dealer,Petrol,Manual,20.4,1197,81.8,5,5.7,7.746715686274511
9060,Mahindra,Bolero,9,40000.0,Individual,Diesel,Manual,15.96,2523,62.1,7,5.0,9.595
9061,Skoda,Rapid,4,30000.0,Dealer,Petrol,Manual,15.0,1598,105.0,5,7.2,12.475
9062,Ford,Figo,7,58187.0,Dealer,Diesel,Manual,20.0,1399,68.05,5,2.65,9.0
9063,Maruti,Wagon R,5,29000.0,Dealer,Petrol,Manual,20.51,998,67.04,5,3.65,6.185586145648313
9064,Hyundai,i20,8,65000.0,Individual,Diesel,Manual,21.9,1396,88.76,5,3.9,10.85
9065,Toyota,Innova,11,128787.0,Dealer,Diesel,Manual,12.8,2494,102.0,8,8.25,24.861428571428572
9066,Maruti,Vitara,4,72000.0,Dealer,Diesel,Manual,24.3,1248,88.5,5,7.75,10.815
9067,Hyundai,i20,8,100000.0,Individual,Diesel,Manual,21.9,1396,88.76,5,3.2,10.83
9068,Renault,Duster,3,90000.0,Individual,Diesel,Manual,19.87,1461,83.8,5,7.5,14.16888888888889
9069,Hyundai,i10,12,70000.0,Individual,Petrol,Manual,20.36,1197,78.9,5,2.3,7.138266666666667
9070,Hyundai,i10,10,74953.0,Dealer,Petrol,Manual,20.36,1197,78.9,5,1.45,7.138266666666667
9071,Skoda,Rapid,4,30000.0,Dealer,Petrol,Manual,15.41,1598,103.2,5,7.2,12.28091836734694
9072,Hyundai,i10,10,41000.0,Dealer,Petrol,Manual,19.81,1086,68.05,5,2.25,7.138266666666667
9073,Toyota,Innova,4,85000.0,Individual,Diesel,Manual,13.68,2393,147.8,8,15.46,23.105
9074,Mahindra,Scorpio,8,56000.0,Dealer,Diesel,Manual,12.05,2179,120.0,8,6.25,17.309853556485354
9075,Maruti,Alto,10,70000.0,Individual,Petrol,Manual,20.92,998,67.1,5,1.5,4.112027027027027
9076,Maruti,Swift,12,35000.0,Dealer,Diesel,Manual,17.8,1248,75.0,5,2.25,7.746715686274511
9077,Volkswagen,Vento,5,50000.0,Individual,Diesel,Automatic,22.15,1498,108.6,5,8.0,13.294659090909091
9078,Hyundai,i10,5,10000.0,Individual,Petrol,Manual,19.81,1086,68.05,5,3.8,7.138266666666667
9079,Maruti,Alto,2,10000.0,Individual,Petrol,Manual,23.95,998,67.1,5,3.6,4.112027027027027
9080,Honda,Amaze,4,85000.0,Individual,Petrol,Manual,17.8,1198,86.7,5,4.4,8.52
9081,Maruti,Swift,5,60000.0,Individual,Petrol,Manual,20.4,1197,83.11,5,4.5,7.73
9082,Maruti,Baleno,3,50000.0,Individual,Petrol,Manual,21.4,1197,83.1,5,5.6,8.475
9083,Ford,Ecosport,6,104278.0,Dealer,Petrol,Manual,18.88,999,123.37,5,5.9,11.718629283489095
9084,Hyundai,i20,5,48000.0,Dealer,Diesel,Manual,22.54,1396,88.73,5,7.5,11.195
9085,Maruti,Celerio,5,35000.0,Dealer,Petrol,Manual,23.1,998,67.04,5,3.85,5.675
9086,Maruti,Eeco,3,60000.0,Individual,CNG,Manual,21.94,1196,61.7,5,3.5,5.214816513761468
9087,Hyundai,i10,10,30000.0,Individual,Petrol,Manual,20.36,1197,78.9,5,3.5,7.138266666666667
9088,Hyundai,Grand,4,40000.0,Individual,Diesel,Manual,24.0,1120,70.0,5,4.25,7.071195054945055
9089,Maruti,Swift,6,61000.0,Dealer,Diesel,Manual,28.4,1248,74.0,5,4.5,7.746715686274511
9090,Maruti,Alto,13,50000.0,Individual,Petrol,Manual,19.7,796,46.3,5,1.04,4.112027027027027
9091,Hyundai,Creta,5,121054.0,Individual,Diesel,Manual,21.38,1396,88.7,5,7.7,15.45
9092,Toyota,Innova,14,110000.0,Dealer,Diesel,Manual,12.8,2494,102.0,7,3.95,24.861428571428572
9093,Hyundai,Santro,7,40000.0,Individual,Petrol,Manual,17.92,1086,62.1,5,2.0,6.399390243902439
9094,Hyundai,Creta,4,15000.0,Dealer,Petrol,Manual,15.29,1591,121.3,5,8.4,16.307285714285715
9095,Ford,Freestyle,3,20000.0,Individual,Petrol,Manual,19.0,1194,94.68,5,7.25,8.03
9097,Maruti,Wagon R,5,11799.0,Individual,Petrol,Manual,20.51,998,67.04,5,3.6,6.03
9098,Tata,Tiago,2,11000.0,Individual,Petrol,Manual,23.84,1199,84.0,5,5.55,6.77
9099,Maruti,Swift Dzire,9,61000.0,Individual,Diesel,Manual,23.4,1248,74.0,5,3.8,8.329472891566265
9100,Hyundai,i10,11,35000.0,Dealer,Petrol,Manual,20.36,1197,78.9,5,1.99,7.138266666666667
9101,Maruti,Swift,3,26000.0,Individual,Petrol,Manual,22.0,1197,81.8,5,5.5,7.65
9103,Hyundai,Grand,7,80000.0,Individual,Diesel,Manual,24.0,1120,70.0,5,2.4,7.071195054945055
9104,Mahindra,Thar,3,19000.0,Dealer,Diesel,Manual,16.55,2498,105.0,6,9.0,15.73718181818182
9105,Volkswagen,Polo,3,19000.0,Dealer,Petrol,Manual,18.78,999,75.0,5,5.99,8.65
9106,Maruti,Swift,2,17600.0,Individual,Petrol,Manual,21.21,1197,81.8,5,5.9,7.515
9107,Hyundai,Grand,3,26800.0,Individual,Petrol,Automatic,18.9,1197,81.86,5,5.75,7.03
9108,Maruti,Swift,7,50000.0,Dealer,Diesel,Manual,22.9,1248,74.0,5,5.0,7.746715686274511
9110,Honda,City,7,45045.0,Dealer,Petrol,Automatic,18.0,1497,117.3,5,5.5,15.192078825347759
9111,Hyundai,Santro,2,25000.0,Dealer,Petrol,Automatic,20.3,1086,68.07,5,5.45,6.265
9112,Hyundai,i20,1,20000.0,Individual,Petrol,Manual,20.35,1197,81.86,5,6.4,10.35
9113,Hyundai,i20,7,48000.0,Dealer,Petrol,Manual,18.5,1197,80.0,5,3.9,10.810042134831459
9114,Tata,Harrier,2,20000.0,Individual,Diesel,Manual,17.0,1956,138.1,5,17.5,20.0
9116,Tata,Tiago,3,60000.0,Individual,Petrol,Manual,23.84,1199,84.0,5,3.6,6.64
9117,Renault,Duster,6,120000.0,Individual,Diesel,Manual,20.45,1461,83.8,5,5.5,14.16888888888889
9118,Hyundai,i10,11,100000.0,Individual,Petrol,Manual,20.36,1197,78.9,5,1.8,7.138266666666667
9119,Honda,Amaze,4,100000.0,Individual,Diesel,Manual,25.8,1498,98.6,5,4.1,9.775
9120,Ford,Figo,6,76416.0,Dealer,Diesel,Manual,25.83,1498,99.0,5,5.0,9.0
9121,Ford,Ecosport,7,38125.0,Dealer,Diesel,Manual,22.7,1498,89.84,5,5.25,11.535
9122,Honda,Civic,9,80000.0,Individual,Petrol,Automatic,13.9,1799,130.3,5,6.0,21.95
9123,Maruti,Alto,14,120000.0,Individual,Petrol,Manual,19.7,796,46.3,5,0.9,4.112027027027027
9124,Maruti,Swift,1,10000.0,Dealer,Petrol,Manual,22.0,1197,81.8,5,6.4,7.73
9125,Mahindra,XUV500,2,10000.0,Individual,Diesel,Manual,15.1,2179,152.87,7,17.0,19.96
9126,Hyundai,Verna,3,21734.0,Trustmark Dealer,Petrol,Manual,17.0,1591,121.3,5,9.25,13.53
9127,Hyundai,i20,5,35000.0,Dealer,Petrol,Manual,18.6,1197,81.83,5,5.3,10.72
9128,Ford,Ecosport,4,35000.0,Dealer,Petrol,Automatic,14.8,1497,121.36,5,8.5,11.16
9129,Tata,Harrier,2,17000.0,Dealer,Diesel,Manual,17.0,1956,138.1,5,16.5,19.86
9130,Maruti,Wagon R,7,40000.0,Individual,Petrol,Manual,20.51,998,67.04,5,2.95,6.065
9131,Mahindra,XUV500,4,34000.0,Dealer,Diesel,Manual,16.0,2179,140.0,7,10.75,19.91
9132,Ford,Ecosport,6,50000.0,Dealer,Diesel,Manual,22.7,1498,89.84,5,5.9,11.965
9133,Ford,Ecosport,7,64000.0,Dealer,Diesel,Manual,22.7,1498,89.84,5,4.15,11.68
9134,Maruti,Vitara,3,69000.0,Dealer,Diesel,Automatic,24.3,1248,88.5,5,8.31,10.815
9135,Hyundai,Venue,2,12000.0,Dealer,Diesel,Manual,23.7,1396,88.7,5,10.99,11.92
9136,Maruti,Swift Dzire,9,66581.0,Dealer,Petrol,Automatic,17.4,1197,85.8,5,3.95,8.24
9138,Maruti,Vitara,5,65000.0,Dealer,Diesel,Manual,24.3,1248,88.5,5,6.2,10.815
9139,Honda,City,11,72000.0,Dealer,Petrol,Automatic,16.8,1497,118.0,5,3.31,14.74
9140,Maruti,Baleno,2,10000.0,Dealer,Petrol,Automatic,21.4,1197,83.1,5,7.9,8.55
9141,Maruti,Swift Dzire,7,64523.0,Dealer,Diesel,Manual,23.4,1248,74.0,5,3.7,8.329472891566265
9142,Honda,WR-V,2,10000.0,Dealer,Petrol,Manual,17.5,1199,88.7,5,8.75,10.305
9143,Hyundai,i20,9,60000.0,Dealer,Petrol,Manual,18.5,1197,80.0,5,2.9,10.24
9144,Honda,Civic,13,73235.0,Dealer,Petrol,Manual,13.5,1799,130.0,5,2.6,22.4
9145,Maruti,Wagon R,8,120000.0,Individual,Petrol,Manual,20.51,998,67.04,5,2.2,6.185586145648313
9147,Maruti,Swift,9,62000.0,Dealer,Petrol,Manual,18.6,1197,85.8,5,3.4,7.51
9148,Maruti,Baleno,4,44000.0,Individual,Petrol,Manual,21.4,1197,83.1,5,5.7,8.55
9149,Ford,Ecosport,7,46412.0,Dealer,Diesel,Manual,21.7,1498,98.96,5,5.6,11.68
9150,Tata,Nexon,2,15000.0,Individual,Petrol,Automatic,17.0,1198,108.5,5,8.5,11.1
9151,Toyota,Innova,8,95000.0,Dealer,Diesel,Manual,12.8,2494,102.0,7,6.85,24.861428571428572
9153,Maruti,Swift Dzire,6,75251.0,Dealer,Diesel,Manual,23.4,1248,74.0,5,4.9,8.329472891566265
9154,Maruti,Eeco,3,35000.0,Individual,CNG,Manual,21.94,1196,61.7,5,3.8,5.82
9155,Mahindra,Thar,9,18053.0,Dealer,Diesel,Manual,16.55,2498,105.0,7,4.36,15.835
9156,Hyundai,i20,6,60000.0,Individual,Diesel,Manual,22.54,1396,88.73,5,4.22,11.17
9157,Maruti,Wagon R,3,3944.0,Trustmark Dealer,Petrol,Automatic,20.51,998,67.0,5,4.85,6.135
9158,Mahindra,XUV500,6,68000.0,Dealer,Diesel,Manual,16.0,2179,140.0,7,9.5,19.91
9160,Honda,City,5,61225.0,Dealer,Diesel,Manual,26.0,1498,98.6,5,5.9,16.17
9162,Hyundai,Grand,7,54000.0,Dealer,Diesel,Manual,24.0,1186,73.97,5,3.45,7.071195054945055
9164,Maruti,Swift Dzire,6,40000.0,Dealer,Petrol,Manual,20.85,1197,83.14,5,5.0,8.24
9165,Maruti,Wagon R,7,42290.0,Dealer,Petrol,Manual,20.51,998,67.04,5,3.1,6.185586145648313
9166,Honda,Amaze,4,45000.0,Dealer,Petrol,Automatic,15.5,1198,86.7,5,5.25,8.47
9167,Maruti,Swift,7,56000.0,Dealer,Petrol,Manual,16.1,1197,85.0,5,4.01,7.746715686274511
9168,Honda,City,5,48000.0,Dealer,Diesel,Manual,26.0,1498,98.6,5,5.99,15.245
9169,Hyundai,i20,6,42101.0,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,4.8,10.72
9170,Skoda,Rapid,5,675000.0,Dealer,Diesel,Automatic,21.66,1498,103.52,5,6.75,12.28091836734694
9171,Toyota,Innova,4,53400.0,Dealer,Petrol,Manual,11.25,2694,163.7,7,14.27,23.355
9172,Hyundai,Grand,7,55000.0,Dealer,Diesel,Manual,24.0,1186,73.97,5,3.75,7.071195054945055
9173,Hyundai,Verna,3,40000.0,Dealer,Petrol,Automatic,17.0,1591,121.3,5,10.75,13.53
9174,Toyota,Glanza,2,10000.0,Dealer,Petrol,Manual,21.01,1197,81.8,5,8.35,9.38
9175,Honda,City,4,48000.0,Dealer,Petrol,Manual,17.8,1497,117.3,5,8.9,14.74
9178,Hyundai,i20,6,68237.0,Dealer,Petrol,Manual,18.6,1197,81.83,5,4.9,10.72
9179,Maruti,Alto,3,57199.0,Dealer,Petrol,Manual,23.95,998,67.05,5,3.78,4.112027027027027
9180,Maruti,Baleno,4,33000.0,Dealer,Petrol,Automatic,19.56,1197,81.8,5,6.9,8.55
9181,Maruti,Swift,2,6500.0,Individual,Petrol,Manual,21.21,1197,81.8,5,4.8,7.51
9183,Hyundai,i20,4,100000.0,Individual,Petrol,Manual,18.6,1197,81.83,5,5.8,10.72
9184,Maruti,Baleno,5,58354.0,Dealer,Diesel,Manual,27.39,1248,74.0,5,5.5,8.69356846473029
9186,Maruti,Vitara,4,68200.0,Dealer,Diesel,Manual,24.3,1248,88.5,5,7.5,10.815
9187,Hyundai,Grand,7,56000.0,Dealer,Diesel,Manual,24.0,1120,70.0,5,3.25,7.071195054945055
9188,Honda,Amaze,6,36000.0,Dealer,Petrol,Manual,18.0,1198,86.7,5,3.95,8.47
9192,Toyota,Innova,7,52000.0,Dealer,Diesel,Manual,12.99,2494,100.0,7,9.25,24.861428571428572
9193,Maruti,Wagon R,2,19022.0,Dealer,CNG,Manual,33.54,998,67.04,5,4.7,6.025
9194,Maruti,Wagon R,14,90000.0,Individual,LPG,Manual,17.3,1061,57.5,5,0.9,6.185586145648313
9195,Maruti,Wagon R,12,60000.0,Dealer,Petrol,Manual,21.79,998,67.05,5,1.5,5.95
9196,Honda,Civic,12,62000.0,Dealer,Petrol,Manual,13.5,1799,130.0,5,2.35,22.735
9197,Maruti,Eeco,5,51000.0,Dealer,CNG,Manual,15.1,1196,73.0,5,2.91,5.82
9198,Maruti,Wagon R,6,48000.0,Dealer,Petrol,Automatic,20.51,998,67.0,5,3.8,5.95
9199,Toyota,Innova,8,81000.0,Dealer,Diesel,Manual,12.99,2494,100.6,8,6.45,24.861428571428572
9201,Renault,Duster,6,60000.0,Dealer,Diesel,Manual,19.87,1461,84.0,5,5.0,14.16888888888889
9202,Maruti,Ciaz,6,62000.0,Dealer,Diesel,Manual,28.09,1248,88.5,5,5.37,11.595719424460432
9203,Ford,Ecosport,7,104643.0,Dealer,Diesel,Manual,22.7,1498,89.84,5,4.38,11.965
9204,Tata,Tigor,3,30000.0,Individual,Petrol,Manual,20.3,1199,84.0,5,4.95,7.77
9205,Maruti,Wagon R,2,8873.0,Trustmark Dealer,Petrol,Automatic,21.5,1197,81.8,5,5.4,6.135
9206,Mahindra,XUV500,3,17000.0,Dealer,Diesel,Automatic,16.0,1997,140.0,7,12.9,19.91
9207,Hyundai,i20,8,48000.0,Dealer,Diesel,Manual,21.9,1396,88.8,5,3.49,11.415
9208,Mahindra,Bolero,4,32000.0,Dealer,Diesel,Manual,15.96,2523,62.1,7,6.85,9.665
9210,Renault,Duster,8,65000.0,Dealer,Diesel,Manual,19.01,1461,108.45,5,3.9,14.16888888888889
9211,Maruti,Ertiga,8,57001.0,Dealer,Diesel,Manual,20.77,1248,88.76,7,4.49,10.38372
9212,Toyota,Innova,6,25000.0,Dealer,Diesel,Manual,12.99,2494,100.57,7,3.0,24.861428571428572
9213,Honda,City,6,41000.0,Dealer,Petrol,Manual,17.0,1497,118.0,5,6.5,15.192078825347759
9214,Volkswagen,Polo,7,28492.0,Dealer,Petrol,Manual,16.47,1198,74.0,5,4.0,9.18
9215,Honda,City,5,78000.0,Dealer,Petrol,Automatic,18.0,1497,117.3,5,8.15,14.74
9216,Hyundai,Creta,4,34500.0,Individual,Diesel,Automatic,17.6,1582,126.2,5,11.55,16.48
9217,Honda,WR-V,4,34000.0,Dealer,Petrol,Manual,17.5,1199,88.7,5,7.5,10.255
9218,Hyundai,i20,4,80000.0,Individual,Diesel,Manual,22.54,1396,88.73,5,6.25,10.725
9219,Hyundai,i10,13,75000.0,Dealer,Petrol,Manual,19.81,1086,68.05,5,1.45,7.138266666666667
9220,Maruti,Swift,7,112795.0,Dealer,Diesel,Manual,25.2,1248,74.0,5,3.34,7.746715686274511
9221,Maruti,Swift,5,47000.0,Dealer,Petrol,Manual,20.4,1197,81.8,5,4.4,7.746715686274511
9223,Hyundai,i20,8,58000.0,Dealer,Diesel,Manual,21.9,1396,90.0,5,2.95,11.415
9224,Maruti,Wagon R,8,58000.0,Dealer,Petrol,Manual,20.51,998,67.04,5,3.2,6.135
9226,Maruti,Vitara,4,52000.0,Dealer,Diesel,Manual,24.3,1248,88.5,5,7.1,10.815
9227,Hyundai,Verna,7,71000.0,Dealer,Diesel,Manual,22.32,1582,126.32,5,4.95,15.36
9228,Ford,Ecosport,2,18000.0,Dealer,Petrol,Manual,15.9,1496,120.69,5,9.9,11.16
9229,Hyundai,Creta,5,36000.0,Dealer,Petrol,Manual,13.0,1591,121.3,5,8.9,16.085
9230,Maruti,Ciaz,5,72000.0,Dealer,Diesel,Manual,28.09,1248,88.5,5,5.95,11.595719424460432
9231,Honda,Amaze,6,66000.0,Dealer,Diesel,Manual,25.8,1498,98.6,5,3.88,10.07
9232,Hyundai,i10,12,92000.0,Dealer,Petrol,Manual,20.36,1197,78.9,5,1.6,7.138266666666667
9234,Hyundai,i20,4,28810.0,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,6.5,10.72
9235,Hyundai,Creta,5,33000.0,Dealer,Petrol,Manual,15.8,1591,121.3,5,9.0,16.085
9236,Hyundai,Grand,4,42000.0,Dealer,Petrol,Automatic,18.9,1197,81.86,5,4.95,7.071195054945055
9237,Honda,City,11,80000.0,Individual,Petrol,Manual,17.0,1497,118.0,5,2.8,14.74
9238,Maruti,Swift Dzire,9,80000.0,Individual,Diesel,Manual,19.3,1248,73.9,5,3.0,8.329472891566265
9239,Maruti,Swift Dzire,12,58000.0,Dealer,Petrol,Manual,17.5,1298,85.8,5,2.2,8.39
9241,Maruti,Swift,7,29052.0,Dealer,Petrol,Manual,22.0,1197,81.8,5,3.85,7.51
9242,Maruti,Baleno,4,38000.0,Dealer,Petrol,Manual,21.4,1197,83.1,5,6.15,8.475
9243,Volkswagen,Polo,5,62000.0,Dealer,Diesel,Manual,20.14,1498,88.0,5,3.9,9.283830409356725
9244,Hyundai,Grand,4,25000.0,Dealer,Petrol,Manual,18.9,1197,81.86,5,4.95,6.525
9245,Maruti,Ciaz,2,9000.0,Dealer,Diesel,Manual,26.32,1498,93.87,5,9.25,11.595719424460432
9246,Hyundai,Verna,6,80000.0,Individual,Diesel,Automatic,19.08,1582,126.2,5,6.5,15.36
9247,Ford,Ecosport,6,58000.0,Dealer,Diesel,Manual,22.7,1498,89.84,5,5.25,11.965
9248,Honda,Jazz,5,26000.0,Individual,Petrol,Manual,18.7,1199,88.7,5,5.0,9.735
9249,Honda,City,9,47000.0,Dealer,Petrol,Manual,17.0,1497,118.0,5,4.2,14.74
